,Attribute,Indicator,ProgIndicator,Score,Department Code,Course Number,Course Name,Instructor's Last Name,Instructor's First Name,Term,Year,Cohort,Type
208248363,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Communication Skills,"Generate an organized and professional report with appropriate page length, section headings, and/or correct spelling and grammar",,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Communication Skills,Prepare and present a solution to a real-life problem,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Communication Skills,Prepare and present a solution to a real-life problem,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Communication Skills,Prepare and present a solution to a real-life problem,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Communication Skills,Prepare and present a solution to a real-life problem,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Communication Skills,Prepare and present a solution to a real-life problem,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Communication Skills,Prepare and present a solution to a real-life problem,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Communication Skills,Prepare and present a solution to a real-life problem,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Communication Skills,Prepare and present a solution to a real-life problem,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Communication Skills,Prepare and present a solution to a real-life problem,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Communication Skills,Prepare and present a solution to a real-life problem,,0,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Communication Skills,Prepare and present a solution to a real-life problem,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Communication Skills,Prepare and present a solution to a real-life problem,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Communication Skills,Prepare and present a solution to a real-life problem,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Communication Skills,Prepare and present a solution to a real-life problem,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Communication Skills,Prepare and present a solution to a real-life problem,,0.68,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Communication Skills,Prepare and present a solution to a real-life problem,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Communication Skills,Prepare and present a solution to a real-life problem,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Communication Skills,Prepare and present a solution to a real-life problem,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Communication Skills,Prepare and present a solution to a real-life problem,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Communication Skills,Prepare and present a solution to a real-life problem,,0.08,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Communication Skills,Prepare and present a solution to a real-life problem,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Communication Skills,Prepare and present a solution to a real-life problem,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Communication Skills,Prepare and present a solution to a real-life problem,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Communication Skills,Prepare and present a solution to a real-life problem,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Communication Skills,Prepare and present a solution to a real-life problem,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Communication Skills,Prepare and present a solution to a real-life problem,,0.64,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Communication Skills,Prepare and present a solution to a real-life problem,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Communication Skills,Prepare and present a solution to a real-life problem,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Communication Skills,Prepare and present a solution to a real-life problem,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Communication Skills,Prepare and present a solution to a real-life problem,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Communication Skills,Prepare and present a solution to a real-life problem,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Communication Skills,Prepare and present a solution to a real-life problem,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Communication Skills,Prepare and present a solution to a real-life problem,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Communication Skills,Prepare and present a solution to a real-life problem,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Communication Skills,Prepare and present a solution to a real-life problem,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Professionalism,Comprehend the professional practice of engineering,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Professionalism,Comprehend the professional practice of engineering,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Professionalism,Comprehend the professional practice of engineering,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Professionalism,Comprehend the professional practice of engineering,,0.28,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Professionalism,Comprehend the professional practice of engineering,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Professionalism,Comprehend the professional practice of engineering,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Professionalism,Comprehend the professional practice of engineering,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Professionalism,Comprehend the professional practice of engineering,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Professionalism,Comprehend the professional practice of engineering,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Professionalism,Comprehend the professional practice of engineering,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Professionalism,Comprehend the professional practice of engineering,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Professionalism,Comprehend the professional practice of engineering,,0.6,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Professionalism,Comprehend the professional practice of engineering,,0.1,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Professionalism,Comprehend the professional practice of engineering,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Professionalism,Comprehend the professional practice of engineering,,0.78,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Professionalism,Comprehend the professional practice of engineering,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Professionalism,Comprehend the professional practice of engineering,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Professionalism,Comprehend the professional practice of engineering,,0.43,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Professionalism,Comprehend the professional practice of engineering,,0.2,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Professionalism,Comprehend the professional practice of engineering,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Professionalism,Comprehend the professional practice of engineering,,0.57,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Professionalism,Comprehend the professional practice of engineering,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Professionalism,Comprehend the professional practice of engineering,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Professionalism,Comprehend the professional practice of engineering,,0.36,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Professionalism,Comprehend the professional practice of engineering,,0.47,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Professionalism,Comprehend the professional practice of engineering,,0.74,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Professionalism,Comprehend the professional practice of engineering,,0.5,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Professionalism,Comprehend the professional practice of engineering,,0.34,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Professionalism,Comprehend the professional practice of engineering,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Professionalism,Comprehend the professional practice of engineering,,0.73,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Professionalism,Comprehend the professional practice of engineering,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Professionalism,Comprehend the professional practice of engineering,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Professionalism,Comprehend the professional practice of engineering,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Professionalism,Comprehend the professional practice of engineering,,0.14,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Professionalism,Comprehend the professional practice of engineering,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.45,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.38,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.34,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.21,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.46,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.75,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.57,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.77,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.63,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.82,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.33,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.76,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.53,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.25,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.73,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.72,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.74,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.11,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.41,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.79,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.17,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Impact On Society,Describe the impact of information technology in society with reference to future occupations,,0.35,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.12,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.49,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.59,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.42,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.09,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.55,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.33,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.79,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.62,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
588642518,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.75,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
414520736,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
356558346,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.52,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
970698993,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.92,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
633537205,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
534292868,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.82,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
816787809,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.54,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
220052551,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.73,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
858571733,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.27,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
363436152,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.31,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
393495083,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.85,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
769635714,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.88,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
373048949,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.84,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
357061292,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
837310284,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.44,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
815854164,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.81,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
315378369,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.16,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
564410540,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.29,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
126539887,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.22,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
563937624,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.18,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684291511,Impact On Society,Identify the cultural and societal impact of the design of a project,,0.48,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
598829620,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.15,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
684014860,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.56,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
843228181,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.61,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
820549378,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.32,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
533572169,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.3,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
975325712,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.4,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
310082419,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.04,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
242132470,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.11,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
208248363,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.51,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
277055951,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.26,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
902907559,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.86,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
528297980,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.58,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
444882790,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.05,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
112085131,Ethics and Equity,Identify the ethical considerations of a proposed design project,,0.13,Msci,261x,TestCourse,Pirnia,Mehrdad,Spring ,2016,2A,Option
